dataset,image_path,mse,ssim
Chilli_Leaves,unknown_6,0.11725229769945145,0.37364661693573
Chilli_Leaves,unknown_7,0.05753236263990402,0.31090331077575684
Chilli_Leaves,unknown_8,0.05989460274577141,0.5668599009513855
Chilli_Leaves,unknown_9,0.04977817460894585,0.5863320231437683
Chilli_Leaves,unknown_10,0.06365317106246948,0.34155526757240295
Chilli_Leaves,unknown_11,0.07285254448652267,0.42722925543785095
Chilli_Leaves,unknown_12,0.07254674285650253,0.28696897625923157
Chilli_Leaves,unknown_13,0.10538006573915482,0.2952514886856079
Chilli_Leaves,unknown_14,0.12189003080129623,0.2728288769721985
Chilli_Leaves,unknown_15,0.10648789256811142,0.3186681568622589
Chilli_Leaves,unknown_0,0.12008867412805557,0.2863118052482605
Chilli_Leaves,unknown_1,0.08162214607000351,0.3331291377544403
Chilli_Leaves,unknown_2,0.1126190796494484,0.3167501389980316
Chilli_Leaves,unknown_3,0.11417187005281448,0.33109232783317566
Chilli_Leaves,unknown_4,0.13948790729045868,0.26073673367500305
Chilli_Leaves,unknown_5,0.10253871232271194,0.2716445028781891
Chilli_Leaves,unknown_6,0.11669052392244339,0.32115310430526733
Chilli_Leaves,unknown_7,0.1097157746553421,0.3063242733478546
Chilli_Leaves,unknown_8,0.1074318215250969,0.31657204031944275
Chilli_Leaves,unknown_9,0.09793980419635773,0.33218657970428467
Chilli_Leaves,unknown_10,0.07118945568799973,0.3671722114086151
Chilli_Leaves,unknown_11,0.10121016949415207,0.34552255272865295
Chilli_Leaves,unknown_12,0.07583846151828766,0.47593954205513
Chilli_Leaves,unknown_13,0.08878656476736069,0.34445226192474365
Chilli_Leaves,unknown_14,0.05570846423506737,0.30711817741394043
Chilli_Leaves,unknown_15,0.06041353940963745,0.3043033182621002
Chilli_Leaves,unknown_0,0.12128157913684845,0.3097081482410431
Chilli_Leaves,unknown_1,0.12476250529289246,0.29490113258361816
Chilli_Leaves,unknown_2,0.09785425662994385,0.2747688293457031
Chilli_Leaves,unknown_3,0.05441818758845329,0.5541692972183228
Chilli_Leaves,unknown_4,0.06491576135158539,0.2830687463283539
Chilli_Leaves,unknown_5,0.1373232752084732,0.32348954677581787
Chilli_Leaves,unknown_6,0.086738221347332,0.40516674518585205
Chilli_Leaves,unknown_7,0.06025597080588341,0.46854081749916077
Chilli_Leaves,unknown_8,0.0914992094039917,0.35330793261528015
Chilli_Leaves,unknown_9,0.09265346080064774,0.35788774490356445
Chilli_Leaves,unknown_10,0.1244397684931755,0.30989977717399597
Chilli_Leaves,unknown_11,0.11830643564462662,0.2587944567203522
Chilli_Leaves,unknown_12,0.110501728951931,0.30775341391563416
Chilli_Leaves,unknown_13,0.12921397387981415,0.26632383465766907
Chilli_Leaves,unknown_14,0.06745675951242447,0.4886682331562042
Chilli_Leaves,unknown_15,0.10799719393253326,0.35092616081237793
Chilli_Leaves,unknown_0,0.07305797934532166,0.2882794439792633
Chilli_Leaves,unknown_1,0.130435973405838,0.30525192618370056
Chilli_Leaves,unknown_2,0.08660420030355453,0.35752472281455994
Chilli_Leaves,unknown_3,0.09334076941013336,0.3664763867855072
Chilli_Leaves,unknown_4,0.12121802568435669,0.3477295935153961
Chilli_Leaves,unknown_5,0.08571434020996094,0.37849804759025574
Chilli_Leaves,unknown_6,0.13866013288497925,0.24239160120487213
Chilli_Leaves,unknown_7,0.10169505327939987,0.2985011637210846
Chilli_Leaves,unknown_8,0.09702206403017044,0.36124420166015625
Chilli_Leaves,unknown_9,0.12400630861520767,0.343373566865921
Chilli_Leaves,unknown_10,0.12046560645103455,0.3030221462249756
Chilli_Leaves,unknown_11,0.04692066088318825,0.6056533455848694
Chilli_Leaves,unknown_12,0.10144554078578949,0.34004688262939453
Chilli_Leaves,unknown_13,0.09841778129339218,0.3305424153804779
Chilli_Leaves,unknown_14,0.048957064747810364,0.3281557559967041
Chilli_Leaves,unknown_15,0.1361800879240036,0.28946998715400696
Chilli_Leaves,unknown_0,0.08411344885826111,0.3535703420639038
Chilli_Leaves,unknown_1,0.1124134212732315,0.32151755690574646
Chilli_Leaves,unknown_2,0.09933895617723465,0.3142223358154297
Chilli_Leaves,unknown_3,0.10831956565380096,0.3400261402130127
Chilli_Leaves,unknown_4,0.09850506484508514,0.3580749034881592
Chilli_Leaves,unknown_5,0.05398910865187645,0.3555969297885895
Chilli_Leaves,unknown_6,0.046274688094854355,0.6201750636100769
Chilli_Leaves,unknown_7,0.0847293958067894,0.3889540731906891
Chilli_Leaves,unknown_8,0.1380934715270996,0.24256110191345215
Chilli_Leaves,unknown_9,0.10687598586082458,0.39573755860328674
